shop_name,shop_url,review_text
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,有明ガーデンに隣接しているヴィラフォンテーヌのホテルビュッフェです。子連れ、ベビーカーでも利用しやすく、ファミリーでの利用にオススメです。座席数も多く、様々な料理が楽しめます。この日は...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,ハワイアンフェアを開催していて、ココナッツパンケーキを食べることができました！ココナッツの風味が存分に感じられて美味しかったです。そのほかスペアリブやハワイアンヌードル？なども美味しくて、お腹...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,ハワイアンビュッフェをいただきました。どれも美味しかったですが、特にパンケーキがとても美味しくおかわりまでいただきました。幅広い料理があり、時間制限についての言及もなく、子ども無料なのも良かったです。
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,開店前に並んでいましたが、店員さんの手際の良さで、すんなり案内してもらえました。席もたくさんあり、ゆったりしていて居心地がとてもよかった。ランチなら十分過ぎる種類があり、食事を堪能しました。特...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,羽田空港第3ターミナル内にある羽田エアポートガーデン、ヴィラフォンテーヌグランド羽田空港のオールデイダイニング グランドエール️プライオリティパス保有者はランチビュッフェを無料で頂かことが出来...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,ランチは3500円ですが、公式アプリの提示で3150円になります！値段からしても、種類と料理の質は妥当かなと思います。欲を言えば、サラダの種類がもう少し多い方が嬉しいです♪スタッフの方々も親切ですし、...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,ヴィラフォンテーヌホテルの2階。有明ガーデンシアターの向かいで便利です。GWにつき特別フェアで、大人4500円、小学生2250円、未就学児は無料でした。高い天井とガラス張りで解放感たっ...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,平日月曜オープンに行きました。味は普通で品数も多くはないですが、お刺身が食べ放題なのは良かったです。全体的にホテルビッフェにしては値段が安いのと時間制限もないのでのんびり食べたい人には良い...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,ここは、土日も平日も値段が変わらず、混んでなければ無制限！予約サイトでたまに割引をしており、そのタイミングで予約できたので、お得に利用できました！今回はアジアンフェアということで、...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,ランチビュッフェ　3500円アジアンフェアの期間に伺いました。店内はきれいですし、席もゆったりしています。特に美味しかったもの。ポッサム（豚バラの蒸し料理）カレー...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,✳︎オールデイダイニング　グランドエール@有明ホテルにある、とても広くて光が差し込んで素敵なビュッフェ。時間無制限だからすごい！名物はその場で焼いてくれる焼き小籠包。アツアツで皮は厚め...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,平日昼に行きました。今日はパスタは一種類でした。お味は、並べてあるスイーツ系はあんまり..でしたが、ご飯系は美味しかったです！海鮮丼が売りのようですが、酢飯は硬かったのが少し残念で...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,おはようございます。華僑の嫁です。毎回我が家で問題になるおせち問題！＃外国人家族あるある前回はポイントでおせちを購入するも、あまり食べる人がいなく今回はブッフェでおせちを堪...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,訪問日○2023/12平日ディナーブュッフェホテルのブュッフェ、予約して行きました。ネットで予約できたので良いです◎18時だったので空いてました！店員さんも皆丁寧です◎...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,平日13時に電話予約して伺いました。レストランに着いたらお席は14時までとのこと。ビュッフェなので1時間半か2時間のお席だと思って予約したのに、予約時に知らされておらず、少し伸ばせないかと聞いても...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,とても洗礼された空間で、優雅なひとときを過ごせました。料理もとても美味しく、焼き小龍包は直前に焼いてくださるパフォーマンス付きでした。刺身はそんなに?普通かな。スタッフさんがあまり連携取れてな...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,東京ビッグサイトからは徒歩10分程。東京ビッグサイトのイベントに参加した際のランチで利用しました。店内は天井が広く、窓も大きいので開放感があり雰囲気も良かったです。中華フェアという事で、中華料...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,前々から海鮮食べ放題なのは知ってはいましたが、行けてなくようやく行けました！ですが、前まで2500円だったのですが3500円に値上げしてました。感想としては、海鮮食べ放題が売りなので他には...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,本日はヴィラフォンテーヌホテル有明のレストランでビュッフェを♪天井が高くて、お外の景色（電車）を見ながら食べられます。品数は少なめですが、お料理のクウォリティは高くてよかったです♪...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,ホテルヴィラフォンテーヌの中にあるホテルビュッフェです。車で行ったので駐車場は有明ガーデンに停めました。駐車場が広くてホテルまで辿り着くのがわかりにくかったです。平日ディナービュッフェ4500円！...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,4000円×2人ランチビュッフェを利用しました接客は丁寧で優しくて良かったです。ご飯の味が……全然美味しくなかったサラダのレタスはフレッシュさ皆無。勝手丼の魚も新鮮じゃなさ...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,久しぶりに行ったらブッフェ内容が若干しょぼくなり、3500円/人に値上がりしていました。未就学児無料だったり、離乳食があってキッズフレンドリーなのは変わらずですが、この内容で家族で7000円だとちょっ...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,食べ放題でいただきました有明コロシアムのすぐ傍にありコロシアムに用事のある方にはオススメです様々な食材がありますがお刺身が食べ放題にあり自分で海鮮丼を作れるのがよかった...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,ランチビュッフェ/2500円…綺麗、予約可能、ほぼ100%子連れ、離乳食、キッズメニューあり(写真参考)、未就学児無料なので大人2人で5000円→これだけで駐車料金3時間無料、隣の有明ガーデンでお...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,とても綺麗で雰囲気もいいです。お料理は美味しかったです。海鮮丼を作れるコーナーもありました。デザートも豊富です。ドリンクバーのジュースが切れかけてたのかメロンソーダを入れたら緑だけど味...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,女子会で利用ー！雰囲気よくて、おしゃれで、美味しいビュッフェでした(*^^*)丼物が美味しかったなー！あとマンゴーのロールケーキも。もっとお肉系があってもよかったけど、海鮮があったので...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,ホテルヴィラフォンテーヌグランド東京有明に宿泊し際に利用したビュッフェレストランです。駐車場があり家から15分くらいということで直前予約でかなり安かったのでノリで行きました笑ビュッフェ...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,誕生日祝いに友人と行きました。素敵なホテル内にあって、高級感ある中で食事ができました。品数は多いというほどではなかったですか、どれも美味しく頂けました。メインは自分で作れる海鮮丼かな？酢飯...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,12時過ぎに有明に到着。ヴィラフォンティーヌホテルの2Fに行きたいのに入り口が分かりづらかった。レストランは広いけど縦長の作り、案内された席から遥か遠くに料理台が見えた。全面ガラス張りで開放感がありス...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,勝手丼がつくれるのがいいですねこればかり食べてお腹いっぱいになりましたみんな美味しいけど印象深いのは勝手丼ですお味噌汁美味しかったな肉は柔らかかったですデザートチーズケーキ...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,有明ガーデン内のホテルブュフェ！事前に予約を入れたかったけど、当日の来店時間の予定がつかず、直接来店。初めての場所で、建物の案内がわかりずらくちょっと迷って、インフォメーションで確認。...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,最近オープンした有明ガーデンの中にあるホテルフォンティーヌの中にあるレストランに来てみました。ランチタイム及びディナータイムはバイキングが開催されており、割引料金が適用され、さらにファーストドリン...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,あなたは、全面ガラス張りの景色が綺麗なレストランで、窓に面したソファつきのテーブル席に案内されて、「よっしゃ！！じゃあ、窓に背を向けて、ソファの背もたれの模様を見ながら食事しよう！！」って・・...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,(2021.01.07)昨日に続きホテルランチを楽しもうと、昨年8月に開業したヴィラフォンテーヌグランド東京有明にある『オールデイダイニング グランドエール』へと向かいます実は昨年末にもお邪魔...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,ホテル ヴィラフォンテーヌグランド東京有明内のお店ホテルに行く機会がありビュッフェをいただきました。雰囲気◎新しいホテルでとても綺麗でオシャレです。接客はとても丁寧で常に気遣いを感...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,有明にある「オールデイダイニング グランドエール」さんを訪問。過去に訪問したログになります。ここのバイキングは、有明ガーデンに併設された住友不動産のホテル「ヴィラフォンテーヌ」さんのメイン...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,オールデイダイニング「グランドエール」は、有明にある洗練されたレストランです。朝食、ランチ、ディナーを提供し、様々な料理が楽しめます。モダンなインテリアと落ち着いた雰囲気の中、季節の旬の食材を活かした...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,ビュッフェが美味しすぎました！シーズン毎に出る料理が違うようで、ステーキや和洋中のビュッフェが食べれたのですが、料理はどれも美味しくステーキだけでなくお刺身も食べれたり、ビュッフェだとどう...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,ランチ利用でした。最低限のクオリティではありましたが再来はない感じです。ポイントとなる肉系が冷凍ハンバーグ的なものしかないのは残念でした。接客サービスは素晴らしいので、フードクオリティをあ...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,海鮮丼は具だけで食べてもおいしかったです。基本団体客で混雑しているみたいです。味はまあまあ良かったですが特別良かった!という印象もなく品数このぐらいで3500円かと思うとちょっと高いなという気...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,ディナー、ランチともに利用しました。連れが足が悪くて取りに行けないので私が行くしかなく、少し離れた席だったので、何度も何度も往復することになり大変でした。LIVEビュッフェは牛ステーキでした。まぁ...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,リーズナブルで、未就学児は無料のためコスパは良かったのでした。アイスやケーキもあり子供には良いです。席もゆったりしていました。お料理がランチですが、朝食のようなメニューだったことと、煮物などが私も...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,受付の対応がとても悪い。食事の種類も少なく2度といかない。12:30に予約したら13:40に料理を下げられてしまったので70分のビュッフェでした。コーヒーのカップはプラスチックですし、ガッカリです。
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,リピート利用しました。ランチビュッフェ/2500円…綺麗、予約可能、ほぼ100%子連れ、離乳食、キッズメニューあり(写真参考)、未就学児無料です。大人3人で7500円で、隣の有明ガーデ...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,美味しい綺麗店員さんも親切文句なし！肉類は少ないが海鮮が充実しているので‍♀️デザート豊富サーモン、まぐろおいしい
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,初めてランチをするお仲間と…有明ガーデン内のお店だと、食べたい好みなど絞れず、バイキングなら好きなものを食べれるので…と、予約して来店。店内はどの席も明るく、ゆったりとしていましたが、...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,安いだけあって、そそられるものが何もない。美味しくない冷凍食品なのかな？⁈？ファミレス以下ぐらい美味しいものなし。カレーとフルーツとトマトと菜の花食べたフルーツぐらい。もう食べ放題...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,湾泊チケットで利用。席数多く広めで居心地良し。バイキングの料理はもう少し肉系が充実していると嬉しい。海鮮系や牛スジ煮、ポークカレーなどが美味しかった。
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,ブッフェは沢山の品数から、豪華食材中心に好きなものを好きなだけ食べるのが醍醐味！こちらの店は質と利益のバランスを意識しているせいか、良い点と悪い点が玉石混交、という印象です。訪問日は「本マグロ...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,ぼっけ丼と自分でネタを選んで乗せる海鮮丼が美味しかったです。デトックスウォーターもかなり美味しくて、家に帰って作ってみました。
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,海鮮丼、ポッサム、パッタイ、手作り豆腐、マンゴーソースのかかったパンケーキ、どれも美味しかった!お値段の割に種類も多く、座席もゆったりして快適、スタッフもとても感じが良かった。また是非利用したい。
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,味はまぁまぁ。多国籍の料理が楽しめました。
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,色々なお料理があり、美味しかったです。デザートも可愛くたくさんの種類がありました。店内はとても落ち着いており、店員さんの心遣いも良く、とても居心地が良かったです。
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,メニューのバリエーションが豊富。ローストビーフはやや固めだった。自分で作るラーメンや手巻き寿司など他にあまりないものも多くて楽しめる。
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,焼き小籠包を目の前でやいてくれておいしかったです。
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,お店の雰囲気良かったです。店員さんの対応も良かったです。
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,メニューが豊富でビックリしました。ホテル内レストランですが、期待を裏切らない感じでしたね。ビールも種類豊富ですよ。
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,アフタヌーンティー利用SNS投稿で2000円キャンペーン。和紅茶飲み放題は嬉しいが、デザートの質は並。見栄えもそこまで凄くいい…という感じではなかった。お値段考えると、リーズナブルではある。
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,子連れフレンドリーで楽しかった
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,ステーキが美味しかった！
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,アジアンテイストが沢山ありました。
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,失敗しました
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,メニュー豊富で美味しいです！
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,朝食の種類が豊富で人気な理由がわかります！店内は思ったより広々とした空間で、テーブルも思ったより広めでした。ですが、広めのキャパを超える客入れで行列でした。朝からの待ち時間は正直萎えます。7:30が混...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,朝食バイキングを食べました。前日から食べ過ぎてお腹が苦しいですが、バイキングを目の前にしたら、ついつい取りすぎてしまいます。ぼっかけ？！とても美味しかったです。シェフが作ったどら焼きも美味...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,ヴィラフォンテーヌグランド東京有明に宿泊し、朝のバイキングをいただきました^ ^久しぶりのバイキング！自分の好きなメニューを好きなだけ選べるのが、嬉しいし楽しい♡ベーシックな和洋中メニュー...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,2023.6.5今月初めてのホテルstay最寄駅は、ゆりかもめ有明チェックイン時は長蛇の行列^^;朝食もキャパ大きめのレストランながらそれゆえにブフェstyleで...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,A･ZU･NAコラボルームで初宿泊。元々行きたいと思っててまさかコラボで泊まるとは(笑)有明ガーデンが隣接してて駅からも近いし綺麗でおしゃれで飯も美味い強いて言えば部屋から泉天空の湯まで遠...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,シェフが作ってくれる限定メニュー、ジャージャー麺やソースカツ丼があったり、ぼっかけ丼があったり、海鮮のせ放題の勝手丼があったりと、ご飯メニューがかなり充実していました。定番のお粥やパン、カレー...
オールデイダイニング グランドエール(ヴィラフォンテーヌ グランド 東京有明),https://tabelog.com/tokyo/A1313/A131306/13251352/,種類も豊富で、美味しくいただきました。お値段も手頃なので、また行きたいです‼️
